Case Number,Date,Year,Month,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal (Y/N),Time,Species,href formula
1962.02.02,02-Feb-62,1962,2,Boat,NEW ZEALAND,North Island,South of New Plymouth,Fishing,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.02.02-NV-Burkitt-Brooke-launch.pdf
1962.02.00,Feb-62,1962,2,Unprovoked,SOLOMON ISLANDS,Guadalcanal Province,"North Coast, Guadalcanal Island",Swimming outside fishing net,M,UNKNOWN,"FATAL, shoulder & thigh bitten ",Y,UNKNOWN,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.02.00-Loloi.pdf
1962.01.27,27-Jan-62,1962,1,Unprovoked,NEW ZEALAND,South Island,Oreti Beach,Splashing ,M,18,"Left hand injured: gash on back of hand, toothmarks on palm",N,16h00,OTHER,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.01.27-McEwan.pdf
1962.01.26,26-Jan-62,1962,1,Unprovoked,MOZAMBIQUE,Gaza,Praia Sepulveda,UNKNOWN,M,16,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.01.26-Cumbe.pdf
1962.01.21,21-Jan-62,1962,1,Provoked,AUSTRALIA,New South Wales,Cronulla,Spearfishing,M,19,Suffered from shock & immersion after being dragged underwater  by speared shark PROVOKED INCIDENT,N,UNKNOWN,Bronze Whaler Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.01.21-Smith.pdf
1962.01.18,18-Jan-62,1962,1,Invalid,SOUTH AFRICA,KwaZulu-Natal,Margate,"Fishing, slipped on rocks & fell into sea",M,40,Possible drowning / post mortem scavenging,Y,13h10,Bull Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.01.18-Vermaak.pdf
1962.01.16,16-Jan-62,1962,1,Provoked,NEW ZEALAND,South Island,"Pigeon Bay, Canterbury",Fishing,UNKNOWN,UNKNOWN,"No injury to occupants, hooked shark attacked boat PROVOKED INCIDENT",N,UNKNOWN,OTHER,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.01.16-RedShark.pdf
1962.01.15,15-Jan-62,1962,1,Unprovoked,NEW ZEALAND,North Island,"Slipper Island, Coromandel Peninsula",Spearfishing,M,44,Shark struck him on shoulder injuring skin under suit,N,12h00,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.01.15-Till.pdf
1962.01.14.c,14-Jan-62,1962,1,Unprovoked,USA,California,Farallon Islands,Spearfishing / Scuba diving (at surface),M,29,Buttock bitten & major leg wound,N,10h30,White Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.01.14.c-Pair_Collier.pdf
1962.01.14.b,14-Jan-62,1962,1,Provoked,AUSTRALIA,New South Wales,"Long Reef, North Manly",Spearfishing,UNKNOWN,UNKNOWN,Speared shark bit gunwale of boat as it was being hauled onboard PROVOKED INCIDENT,N,UNKNOWN,Gray Reef Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.01.14.b-Gibbons-boat.pdf
1962.01.14.a,14-Jan-62,1962,1,Unprovoked,AUSTRALIA,New South Wales,"Lennox Head, Ballina",Surfing,M,19,Dorsum of foot lacerated & toe severed,N,13h30,Sand Tiger Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.01.14.a-Hiscocks.pdf
1962.01.11.c,11-Jan-62,1962,1,Boat,AUSTRALIA,South Australia,Marino,Fishing,UNKNOWN,UNKNOWN,"No injury to occupant, shark bit propeller & lifted boat several feet",N,UNKNOWN,Gray Reef Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.01.11.c-Laundy.pdf
1962.01.11.b,11-Jan-62,1962,1,Unprovoked,PAPUA NEW GUINEA,"10�S, 142�E",Jukuataia Village,Spearfishing,M,24,Left leg & buttocks bitten,N,12h00,White Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.01.11.b-Agiramon.pdf
1962.01.11.a,11-Jan-62,1962,1,Unprovoked,NEW ZEALAND,South Island,"Fairdown Beach, 5 miles north of Westport",Surf fishing,F,54,Right foot lacerated ,N,18h00,"36""  shark",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.01.11.a-BerylGrant.pdf
1962.01.10,10-Jan-62,1962,1,Boat,AUSTRALIA,South Australia,Ceduna,Fishing for sharks,UNKNOWN,UNKNOWN,No injury to fisherman Alf Dean & other occupants; shark bit stern of boat,N,UNKNOWN,White Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.01.10.R-AlfDean-cutter.pdf
1962.01.08,08-Jan-62,1962,1,Invalid,AUSTRALIA,New South Wales,Lake Illawarra,Swimming,M,25,"Remains recovered from shark, but shark involvement prior to death unconfirmed",Y,UNKNOWN,Whale Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.01.08-McLeod.pdf
1962.01.07.b,07-Jan-62,1962,1,Provoked,AUSTRALIA,Queensland,Dicky Beach,Rowing,UNKNOWN,UNKNOWN,"No injury to occupants, shark bit 3"" piece from oar after they accidentally struck the shark PROVOKED INCIDENT",N,UNKNOWN,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.01.07.b-DickyBeach.pdf
1962.01.07.a,07-Jan-62,1962,1,Unprovoked,AUSTRALIA,New South Wales,Sydney,Surfing,UNKNOWN,UNKNOWN,"No injury, shark bumped board flipping him into the water",N,UNKNOWN,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.01.07.a-Frost.pdf
1962.01.06,06-Jan-62,1962,1,Boat,SOUTH AFRICA,Western Cape Province,6 km off Groot Brak River,Fishing,UNKNOWN,UNKNOWN,Shark rammed boat 5 times & holed it,N,UNKNOWN,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.01.06-FishingboatPeggy.pdf
1962.01.02,02-Jan-62,1962,1,Provoked,AUSTRALIA,New South Wales,"Seaspray, near Sale",Fishing,UNKNOWN,UNKNOWN,"No injury to occupants, hooked shark dragged boat 2 miles PROVOKED INCIDENT",N,UNKNOWN,OTHER,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.01.02-NV-Surf-Patrol-boat.pdf
1962.01.01,01-Jan-62,1962,1,Unprovoked,MARSHALL ISLANDS,Kwajalein Atoll,Roi-namur Island,Fishing with hand net in 2' of water,M,57,"2.5"" laceration on right hand",N,13h00,OTHER,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.01.01-Caberto.pdf
1962.00.00.c,1962,1962,0,Unprovoked,SPAIN,Catalonia,Aigua Blava,Dangling feet in the water,F,UNKNOWN,Feet severed,N,UNKNOWN,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.00.00.c-AiguaBlava.pdf
1962.00.00.b,Jan-Jun-1962,1962,0,Unprovoked,INDONESIA,East Flores,Waewerang,UNKNOWN,UNKNOWN,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.00.00.b-Indonesia.pdf
1962.00.00.a,Ca. 1962,1962,0,Unprovoked,AUSTRALIA,South Australia,Dangerous Reef,Diving,M,UNKNOWN,Right leg bitten,N,UNKNOWN,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/1962.00.00.a-Argyll.pdf
1961.12.28.c,28-Dec-61,1961,12,Unprovoked,AUSTRALIA,Queensland,"Lambert's Beach, Mackay",Standing,F,18,"FATAL, right arm severed at shoulder, left hand severed, right thigh bitten & surgically amputated.  Died  day after the attack",Y,16h15,OTHER,http://sharkattackfile.net/spreadsheets/pdf_directory/1961.12.28.c-Hobbs.pdf
1961.12.28.b,28-Dec-61,1961,12,Unprovoked,AUSTRALIA,Queensland,"Lambert�s Beach, Mackay",Standing,M,24,"Hand bitten, surgically amputated",N,16h15,OTHER,http://sharkattackfile.net/spreadsheets/pdf_directory/1961.12.28.b-Steffens.pdf
1961.12.28.a,28-Dec-61,1961,12,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Umhlanga Rocks,Treading water,M,18,Lower right leg & ankle bitten,N,16h50,Bull Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1961.12.28.a-Wessels.pdf
1961.12.27,27-Dec-61,1961,12,Provoked,AUSTRALIA,Western Australia,"North of main swimming area in Waterman's Bay Beach, Perth",Spearfishing,M,23,"No injury, Parker shot the shark when it came close to his nephew, Bill Bradbury (14), then the shark bent his speargun PROVOKED INCIDENT",N,07h00,Gray Reef Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1961.12.27-Parker.pdf
1961.12.19,19-Dec-61,1961,12,Boat,AUSTRALIA,South Australia,Cowell,"Fishing, hauling in a 5-lb snapper",UNKNOWN,UNKNOWN,No injury to occupant; shark leapt into boat,N,UNKNOWN,OTHER,http://sharkattackfile.net/spreadsheets/pdf_directory/1961.12.19-NV-boat-Stocker.pdf
1961.12.18.b,18-Dec-61,1961,12,Unprovoked,MOZAMBIQUE,Gaza,Praia Sepulveda,Bathing,M,20,His left leg was severely bitten,N,16h00,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/1961.12.18.b-Correia.pdf
1961.12.18.a,18-Dec-61,1961,12,Unprovoked,AUSTRALIA,Queensland,Noosa Heads,"Surfing, pushing board ashore",M,22,"FATAL, right wrist and hand bitten, left leg severed above knee ",Y,06h15,OTHER,http://sharkattackfile.net/spreadsheets/pdf_directory/1961.12.18.a-Andrews.pdf
1961.12.13,13-Dec-61,1961,12,Unprovoked,AUSTRALIA,Torres Strait,"Horn Island, near Thursday Island",Swimming with other crew near wharf,M,17,Right thigh and leg lacerated,N,14h00,OTHER,http://sharkattackfile.net/spreadsheets/pdf_directory/1961.12.13-Stevens.pdf
1961.11.14,14-Nov-61,1961,11,Invalid,MEXICO,Guerrrero,Northwest of Acapulco,UNKNOWN,UNKNOWN,UNKNOWN,"Bodies of  hurricane victims bitten by shoals of sharks, post mortem scavenging",Y,UNKNOWN,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/1961.11.14-Hurricane.pdf
1961.10.27,17-Oct-61,1961,10,Unprovoked,PHILIPPINES,Western Luzon Island,Manila Bay,Gathering shells,M,UNKNOWN,Right leg severed,N,UNKNOWN,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/1961.10.27-FilipinoFisherman.pdf
1961.10.09,09-Oct-61,1961,10,Invalid,USA,Florida,"Ocean Ridge, Boca Raton, Palm Beach County",Swimming,M,45,"Skeletonized, but shark involvement may have occurred after death.",Y,UNKNOWN,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/1961.10.09-Haen.pdf
1961.10.00.b,Oct-61,1961,10,Boat,VANUATU,Shefa Province, Lelepa Island,Paddling outrigger canoe,M,UNKNOWN,"No injury to occupant, canoe  bitten & overturned by shark",N,UNKNOWN,OTHER,http://sharkattackfile.net/spreadsheets/pdf_directory/1961.10.00.b-Vanuatu.pdf
